"Customer ID","Customer Name",total_sales,customer_rank
SC-20050,"Sample Company A",4624.572000000001,133
DB-13270,"Deborah Brumfield",4621.656999999999,134
GB-14575,"Giulietta Baptist",4594.328,135
RB-19465,"Rick Bensley",4556.566000000002,136
AR-10825,"Anthony Rawles",4523.335999999999,137
AG-10900,"Arthur Gainer",4510.7970000000005,138
SC-20770,"Stewart Carmichael",4492.656999999999,139
KL-16555,"Kelly Lampkin",4483.784,140
LC-16930,"Linda Cazamias",4481.162,141
AA-10645,"Anna Andreadi",4455.895,142
TP-21130,"Theone Pippenger",4454.056,143
EM-14140,"Eugene Moren",4438.331999999999,144
MC-17425,"Mark Cousins",4432.138,145
KW-16435,"Katrina Willman",4416.52,146
BD-11500,"Bradley Drucker",4408.2970000000005,147
AJ-10795,"Anthony Johnson",4391.491,148
AI-10855,"Arianne Irving",4375.785999999999,149
SC-20230,"Scot Coram",4371.9580000000005,150
GZ-14470,"Gary Zandusky",4355.15,151
SR-20740,"Steven Roelle",4345.8859999999995,152
EB-13840,"Ellis Ballard",4344.508,153
ND-18370,"Natalie DeCherney",4281.389,154
MA-17560,"Matt Abelman",4280.620999999999,155
JK-15205,"Jamie Kunitz",4278.17,156
DB-13060,"Dave Brooks",4265.294000000002,157
TC-21295,"Toby Carlisle",4261.852,158
AS-10225,"Alan Schoenberger",4249,159
TH-21550,"Tracy Hopkins",4229.5560000000005,160
BE-11335,"Bill Eplett",4204.6759999999995,161
JF-15565,"Jill Fjeld",4198.332,162
FH-14275,"Frank Hawley",4190.704,163
MY-18295,"Muhammed Yedwab",4134.396000000001,164
DK-13225,"Dean Katz",4125.843999999999,165
CB-12535,"Claudia Bergmann",4123.5154999999995,166
PM-19135,"Peter McVee",4115.662,167
SV-20785,"Stewart Visinsky",4105.305,168
DM-13345,"Denise Monton",4074.4720000000007,169
FP-14320,"Frank Preis",4046.7460000000005,170
SP-20860,"Sung Pak",4028.588,171
SP-20920,"Susan Pistek",3990.6890000000003,172
CM-12715,"Craig Molinari",3984.4524,173
MP-17965,"Michael Paige",3983.6420000000003,174
SC-20305,"Sean Christensen",3971.0639999999994,175
DK-12895,"Dana Kaydos",3943.0399999999995,176
LF-17185,"Luke Foster",3930.509,177
GH-14425,"Gary Hwang",3925.742,178
GA-14515,"George Ashbrook",3919.7760000000003,179
KH-16630,"Ken Heidel",3918.966,180
DB-13555,"Dorothy Badders",3908.8028,181
KC-16540,"Kelly Collister",3908.2619999999997,182
CC-12220,"Chris Cortes",3902.522,183
NP-18670,"Nora Paige",3896.6420000000003,184
PW-19240,"Pierre Wener",3878.3149999999996,185
JS-15880,"John Stevenson",3868.02,186
FC-14335,"Fred Chung",3865.845999999999,187
RA-19885,"Ruben Ausman",3832.3139999999994,188
RS-19765,"Roland Schwarz",3831.93,189
AT-10735,"Annie Thurman",3831.8640000000005,190
OT-18730,"Olvera Toch",3818.6240000000003,191
RO-19780,"Rose O'Brian",3815.478,192
MC-17845,"Michael Chen",3805.714000000001,193
MM-17920,"Michael Moore",3794.08,194
CA-11965,"Carol Adams",3789.7228,195
MG-17650,"Matthew Grinstein",3785.276,196
SJ-20125,"Sanjit Jacobs",3777.8799999999997,197
MD-17350,"Maribeth Dona",3766.382,198
JK-15625,"Jim Karlsson",3760.028,199
JK-16090,"Juliana Krohn",3747.6680000000006,200
RD-19480,"Rick Duston",3743.03,201
FM-14290,"Frank Merwin",3736.1979999999994,202
SC-20260,"Scott Cohen",3729.7929999999997,203
HG-15025,"Hunter Glantz",3690.284,204
LP-17095,"Liz Preis",3653.3990000000003,205
CS-12400,"Christopher Schild",3651.8585000000007,206
RH-19495,"Rick Hansen",3621.3759999999997,207
BP-11185,"Ben Peterman",3610.2929999999997,208
SZ-20035,"Sam Zeldin",3592.433,209
GM-14440,"Gary McGarr",3582.8199999999997,210
TB-21175,"Thomas Boland",3579.024,211
JP-15520,"Jeremy Pistek",3572.9440000000004,212
DL-13495,"Dionis Lloyd",3539.322,213
ES-14020,"Erica Smith",3510.4579999999996,214
RW-19690,"Robert Waldorf",3495.646,215
AG-10675,"Anna Gayman",3489.0395999999996,216
ED-13885,"Emily Ducich",3484.92,217
PW-19030,"Pauline Webber",3454.916,218
EB-13705,"Ed Braxton",3448.2740000000003,219
SF-20200,"Sarah Foster",3422.785999999999,220
FC-14245,"Frank Carlisle",3414.678,221
SG-20080,"Sandra Glassco",3406.581,222
BS-11380,"Bill Stewart",3379.1299999999997,223
TS-21655,"Trudy Schmidt",3368.093999999999,224
SC-20020,"Sam Craven",3362.9635999999996,225
DJ-13630,"Doug Jacobs",3356.3979999999997,226
DC-12850,"Dan Campbell",3336.1680000000006,227
AP-10915,"Arthur Prichep",3323.556,228
DK-13375,"Dennis Kane",3318.4859999999994,229
KH-16330,"Katharine Harms",3312.864,230
RF-19345,"Randy Ferguson",3309.1500000000005,231
SF-20965,"Sylvia Foulston",3306.871,232
RR-19525,"Rick Reed",3302.262,233
BD-11605,"Brian Dahlen",3288.471,234
BS-11665,"Brian Stugart",3288.11,235
DV-13465,"Dianna Vittorini",3285.9870000000005,236
RW-19630,"Rob Williams",3273.6499999999996,237
DL-12925,"Daniel Lacy",3272.2000000000003,238
AS-10090,"Adam Shillingsburg",3255.3099999999995,239
JO-15145,"Jack O'Briant",3254.9490000000005,240
DK-12835,"Damala Kotsonis",3253.5340000000006,241
AH-10075,"Adam Hart",3250.336999999999,242
LC-16960,"Lindsay Castell",3246.626,243
CT-11995,"Carol Triggs",3241.898000000001,244
SR-20425,"Sharelle Roach",3233.481,245
LW-16990,"Lindsay Williams",3230.308,246
RS-19420,"Ricardo Sperren",3221.29,247
AS-10285,"Alejandro Savely",3212.272,248
MP-17470,"Mark Packer",3206.132,249
CS-12355,"Christine Sundaresam",3202.1620000000003,250
BT-11680,"Brian Thompson",3196.7520000000004,251
DG-13300,"Deirdre Greer",3195.818,252
VP-21760,"Victoria Pisteka",3193.6059999999998,253
HG-14965,"Henry Goldwyn",3184.1739999999995,254
EB-13750,"Edward Becker",3166.882,255
GM-14680,"Greg Matthias",3163.628,256
CK-12205,"Chloris Kastensmidt",3154.855,257
KB-16240,"Karen Bern",3152.615,258
JM-15250,"Janet Martin",3145.3740000000003,259
JL-15505,"Jeremy Lonsdale",3142.746,260
MS-17770,"Maxwell Schwartz",3138.5819999999994,261
RD-19900,"Ruben Dartt",3133.9239999999995,262
TN-21040,"Tanja Norvell",3130.221,263
SN-20710,"Steve Nguyen",3127.9592000000007,264
SG-20605,"Speros Goranitis",3116.9760000000006,265
KH-16360,"Katherine Hughes",3100.6119999999996,266
PG-18820,"Patrick Gardner",3086.907,267
GM-14455,"Gary Mitchum",3078.6240000000003,268
EB-14110,"Eugene Barchas",3071.1259999999997,269
TG-21310,"Toby Gnade",3058.3720000000003,270
KT-16465,"Kean Takahito",3057.1,271
SS-20410,"Shahid Shariari",3056.807,272
SL-20155,"Sara Luxemburg",3053.012000000001,273
CA-12775,"Cynthia Arntzen",3041.5659999999993,274
AS-10045,"Aaron Smayling",3035.0320000000006,275
CS-11950,"Carlos Soltero",3027.7549999999997,276
EH-14125,"Eugene Hildebrand",3013.1530000000002,277
LS-16975,"Lindsay Shagiari",2988.674,278
MH-18025,"Michelle Huthwaite",2984.9480000000003,279
FA-14230,"Frank Atkinson",2984.053999999999,280
NS-18640,"Noel Staavos",2964.8229999999994,281
TM-21010,"Tamara Manning",2953.986,282
TH-21115,"Thea Hudgings",2942.772,283
CK-12325,"Christine Kargatis",2939.606,284
LT-17110,"Liz Thompson",2936.2519999999995,285
BC-11125,"Becky Castell",2933.6759999999995,286
JK-16120,"Julie Kriz",2932.4840000000004,287
DB-13120,"David Bremer",2931.718,288
SW-20455,"Shaun Weien",2921.544,289
ML-17410,"Maris LaWare",2921.499999999999,290
RD-19585,"Rob Dowd",2912.8940000000002,291
CY-12745,"Craig Yedwab",2900.026,292
ND-18460,"Neil Ducich",2893.455,293
MG-18145,"Mike Gockenbach",2890.591,294
MT-17815,"Meg Tillman",2890.139,295
DS-13180,"David Smith",2881.8128,296
PV-18985,"Paul Van Hugh",2876.0460000000003,297
CC-12430,"Chuck Clark",2870.0500000000006,298
BF-11020,"Barry Französisch",2865.786,299
CC-12685,"Craig Carroll",2854.1150000000007,300
AW-10930,"Arthur Wiediger",2851.4440000000004,301
IM-15055,"Ionia McGrath",2848.36,302
LS-16945,"Linda Southworth",2845.27,303
DB-12970,"Darren Budd",2839.2272000000003,304
JM-16195,"Justin MacKendrick",2833.9260000000004,305
CV-12295,"Christina VanderZanden",2830.6279999999997,306
GH-14410,"Gary Hansen",2807.7070000000003,307
TS-21610,"Troy Staebel",2801.8840000000005,308
BG-11035,"Barry Gonzalez",2798.948,309
TB-21625,"Trudy Brown",2797.668,310
RD-19660,"Robert Dilbeck",2786.6319999999996,311
SH-19975,"Sally Hughsby",2774.2394999999997,312
JC-15775,"John Castell",2772.0550000000007,313
PF-19165,"Philip Fox",2770,314
EB-13870,"Emily Burns",2767.219,315
MM-18055,"Michelle Moray",2749.881,316
KB-16585,"Ken Black",2742.7580000000003,317
LL-16840,"Lauren Leatherbury",2741.204,318
JL-15850,"John Lucas",2725.2560000000003,319
MC-17275,"Marc Crier",2723.036,320
ML-17395,"Marina Lichtenstein",2722.843,321
JK-15370,"Jay Kimmel",2709.632,322
JE-16165,"Justin Ellison",2697.248,323
CS-12250,"Chris Selesnick",2696.7959999999994,324
BT-11530,"Bradley Talbott",2684.492,325
NH-18610,"Nicole Hansen",2673.2899999999995,326
RB-19435,"Richard Bierner",2663.0860000000002,327
EA-14035,"Erin Ashbrook",2660.8250000000007,328
EJ-14155,"Eva Jacobs",2656.691,329
DK-13090,"Dave Kipp",2650.557,330
CA-12265,"Christina Anderson",2648.2871999999998,331
FO-14305,"Frank Olsen",2622.838,332
KN-16390,"Katherine Nockton",2617.2720000000004,333
RA-19285,"Ralph Arnett",2606.0820000000003,334
LC-17140,"Logan Currie",2605.1120000000005,335
SO-20335,"Sean O'Donnell",2602.575500000001,336
SU-20665,"Stephanie Ulpright",2595.3640000000005,337
BO-11350,"Bill Overfelt",2586.08,338
HA-14920,"Helen Andreada",2584.1580000000004,339
SC-20695,"Steve Chapman",2576.408,340
NS-18505,"Neola Schneider",2575.863,341
BT-11305,"Beth Thompson",2567.656,342
EM-13810,"Eleni McCrary",2567.01,343
AG-10270,"Alejandro Grove",2565.2579999999994,344
MZ-17515,"Mary Zewe",2564.906,345
CC-12610,"Corey Catlett",2540.631,346
CM-12160,"Charles McCrossin",2533.314,347
HF-14995,"Herbert Flentye",2533.164,348
LC-16870,"Lena Cacioppo",2526.182,349
FM-14380,"Fred McMath",2523.2659999999996,350
JS-16030,"Joy Smith",2516.4939999999997,351
DJ-13510,"Don Jones",2501.688,352
AC-10615,"Ann Chong",2499.7560000000003,353
PO-18865,"Patrick O'Donnell",2493.2140000000004,354
BS-11755,"Bruce Stewart",2492.3500000000004,355
NZ-18565,"Nick Zandusky",2488.31,356
CC-12145,"Charles Crestani",2471.6500000000005,357
MN-17935,"Michael Nguyen",2469.0420000000004,358
NC-18340,"Nat Carroll",2461.404000000001,359
MH-17455,"Mark Hamilton",2456.182,360
BS-11590,"Brendan Sweed",2454.9280000000003,361
VM-21685,"Valerie Mitchum",2454.866,362
GZ-14545,"George Zrebassa",2454.6220000000003,363
MA-17995,"Michelle Arnett",2453.284,364
TH-21100,"Thea Hendricks",2422.824,365
AH-10465,"Amy Hunt",2406.4316000000003,366
BP-11095,"Bart Pistole",2399.54,367
DF-13135,"David Flashing",2390.534,368
BP-11290,"Beth Paige",2383.7970000000005,369
MH-17290,"Marc Harrigan",2381.7309999999998,370
FM-14215,"Filia McAdams",2374.27,371
CK-12595,"Clytie Kelty",2372.7500000000005,372
JF-15415,"Jennifer Ferguson",2371.448,373
CV-12805,"Cynthia Voltz",2370.3136,374
MC-17590,"Matt Collister",2362.5069999999996,375
JG-15115,"Jack Garza",2358.676,376
CL-12700,"Craig Leslie",2353.586,377
MG-17680,"Maureen Gastineau",2350.188,378
RF-19735,"Roland Fjeld",2341.2960000000003,379
AG-10495,"Andrew Gjertsen",2338.679,380
EM-13825,"Elizabeth Moffitt",2324.358,381
XP-21865,"Xylona Preis",2320.4080000000004,382
MK-17905,"Michael Kennedy",2302.3680000000004,383
LH-16900,"Lena Hernandez",2295.3320000000003,384
CM-12235,"Chris McAfee",2287.172,385
JF-15190,"Jamie Frazer",2279.5860000000002,386
FH-14350,"Fred Harton",2271.284,387
CC-12670,"Craig Carreira",2269.7015000000006,388
BE-11410,"Bobby Elias",2261.438,389
MC-17605,"Matt Connell",2258.192,390
JH-16180,"Justin Hirsh",2256.3940000000002,391
KD-16615,"Ken Dana",2243.5099999999998,392
TS-21505,"Tony Sayre",2243.274,393
MY-17380,"Maribeth Yedwab",2242.6119999999996,394
LW-16825,"Laurel Workman",2238.0609999999997,395
AR-10405,"Allen Rosenblatt",2236.128,396
NC-18415,"Nathan Cano",2218.99,397
MC-18100,"Mick Crebagga",2218.98,398
GG-14650,"Greg Guthrie",2216.0080000000007,399
PF-19225,"Phillip Flathmann",2206.1279999999997,400
DB-13210,"Dean Braden",2204.829,401
MH-17785,"Maya Herman",2203.7780000000002,402
JL-15235,"Janet Lee",2203.7,403
JR-16210,"Justin Ritter",2201.6859999999997,404
TB-21280,"Toby Braunhardt",2198.45,405
JG-15310,"Jason Gross",2197.7960000000003,406
GW-14605,"Giulietta Weimer",2189.0190000000007,407
NR-18550,"Nick Radford",2184.337,408
BT-11395,"Bill Tyler",2182.1940000000004,409
PS-18760,"Pamela Stobb",2181.479,410
SH-20395,"Shahid Hopkins",2180.718,411
KN-16450,"Kean Nguyen",2171.962,412
DB-12910,"Daniel Byrd",2171.599,413
RP-19855,"Roy Phan",2170.716000000001,414
DP-13105,"Dave Poirier",2164.89,415
HA-14905,"Helen Abelman",2163.3,416
EJ-13720,"Ed Jacobs",2162.174,417
JD-15790,"John Dryer",2152.3520000000003,418
CR-12580,"Clay Rozendal",2148.852,419
KN-16705,"Kristina Nunn",2148.03,420
DN-13690,"Duane Noonan",2139.7900000000004,421
EN-13780,"Edward Nazzal",2138.246,422
KM-16225,"Kalyca Meade",2134.248,423
NM-18520,"Neoma Murray",2123.347,424
KC-16255,"Karen Carlisle",2103.8340000000003,425
SH-20635,"Stefanie Holloman",2096.392,426
RH-19600,"Rob Haberlin",2085.7400000000002,427
TG-21640,"Trudy Glocke",2074.661,428
ML-17755,"Max Ludwig",2071.914,429
RB-19705,"Roger Barcio",2067.45,430
LC-17050,"Liz Carlisle",2064.504,431
TS-21430,"Tom Stivers",2054.14,432
AF-10870,"Art Ferguson",2052.9080000000004,433
CD-11920,"Carlos Daly",2033.968,434
NF-18595,"Nicole Fjeld",2031.472,435
DJ-13420,"Denny Joy",2012.5200000000002,436
VB-21745,"Victoria Brennan",2005.5959999999998,437
HP-14815,"Harold Pawlan",1990.314,438
DB-13615,"Doug Bickford",1989.05,439
PG-18895,"Paul Gonzalez",1987.1640000000002,440
NB-18655,"Nona Balk",1972.599,441
SW-20275,"Scott Williamson",1966.65,442
LD-17005,"Lisa DeCherney",1961.934,443
TP-21565,"Tracy Poddar",1936.6399999999996,444
JF-15355,"Jay Fein",1911.844,445
JO-15280,"Jas O'Carroll",1911.5520000000001,446
ME-17725,"Max Engle",1908.4532,447
SV-20935,"Susan Vittorini",1903.491,448
KD-16345,"Katherine Ducich",1888.964,449
GD-14590,"Giulietta Dortch",1888.0700000000002,450
SG-20470,"Sheri Gordon",1884.7980000000002,451
SC-20440,"Shaun Chance",1874.998,452
BG-11695,"Brooke Gillingham",1874.172,453
NG-18355,"Nat Gilpin",1869.58,454
CD-12790,"Cynthia Delaney",1860.732,455
SN-20560,"Skye Norling",1860.418,456
CB-12415,"Christy Brittain",1856.26,457
JB-16045,"Julia Barnett",1841.651,458
PR-18880,"Patrick Ryan",1840.1779999999997,459
AJ-10945,"Ashley Jarboe",1839.2400000000002,460
PC-18745,"Pamela Coakley",1832.064,461
EG-13900,"Emily Grady",1832.02,462
LR-17035,"Lisa Ryan",1831.386,463
PJ-19015,"Pauline Johnson",1824.2340000000002,464
NC-18625,"Noah Childs",1821.7420000000002,465
JM-15265,"Janet Molinari",1804.1460000000002,466
JB-15400,"Jennifer Braxton",1791.605,467
AA-10480,"Andrew Allen",1782.872,468
CC-12100,"Chad Cunningham",1765.23,469
DS-13030,"Darrin Sayre",1762.2130000000002,470
AH-10030,"Aaron Hawkins",1744.6999999999998,471
VT-21700,"Valerie Takahito",1736.596,472
AH-10120,"Adrian Hane",1735.5140000000001,473
MV-18190,"Mike Vittorini",1734.5739999999998,474
JM-15535,"Jessica Myrick",1733.4430000000002,475
BE-11455,"Brad Eason",1727.652,476
BW-11200,"Ben Wallace",1726.2300000000002,477
JP-16135,"Julie Prescott",1707.7099999999998,478
TZ-21580,"Tracy Zic",1707.2860000000003,479
DB-13405,"Denny Blanton",1702.5480000000002,480
BP-11155,"Becky Pak",1692.146,481
DK-12985,"Darren Koutras",1687.04,482
RA-19945,"Ryan Akin",1686.9225000000004,483
CA-12055,"Cathy Armstrong",1679.724,484
CM-11815,"Candace McMahon",1673.8880000000001,485
LH-17155,"Logan Haushalter",1660.3049999999998,486
CC-12475,"Cindy Chapman",1659.438,487
JP-15460,"Jennifer Patt",1653.5830000000003,488
CM-12115,"Chad McGuire",1643.97,489
EB-13975,"Erica Bern",1643.255,490
AP-10720,"Anne Pryor",1638.5539999999999,491
KE-16420,"Katrina Edelman",1626.6832000000004,492
AZ-10750,"Annie Zypern",1622.018,493
MS-17710,"Maurice Satty",1613.402,494
CR-12730,"Craig Reiter",1600.55,495
SP-20650,"Stephanie Phelps",1598.516,496
DE-13255,"Deanra Eno",1588.464,497
AH-10195,"Alan Haines",1587.452,498
BF-11215,"Benjamin Farhat",1585.162,499
CK-12760,"Cyma Kinney",1582.1090000000004,500
MC-18130,"Mike Caudle",1581.9979999999998,501
MF-18250,"Monica Federle",1575.36,502
JL-15175,"James Lanier",1571.523,503
TB-21250,"Tim Brockman",1569.5919999999999,504
KB-16315,"Karl Braun",1569.4640000000002,505
TS-21160,"Theresa Swint",1568.244,506
ON-18715,"Odella Nelson",1567.52,507
MV-17485,"Mark Van Huff",1542.4099999999999,508
BD-11620,"Brian DeCherney",1538.1099999999997,509
CH-12070,"Cathy Hwang",1537.2360000000003,510
BD-11725,"Bruce Degenhardt",1526.5,511
BV-11245,"Benjamin Venier",1523.2730000000001,512
KA-16525,"Kelly Andreada",1519.506,513
AB-10600,"Ann Blume",1515.862,514
JG-15805,"John Grady",1507.0180000000003,515
ZD-21925,"Zuschuss Donatelli",1493.944,516
DL-12865,"Dan Lawera",1490.818,517
CM-12190,"Charlotte Melton",1475.1440000000002,518
LE-16810,"Laurel Elliston",1469.4500000000003,519
TB-21055,"Ted Butterfield",1467.881,520
PN-18775,"Parhena Norris",1467.152,521
BN-11515,"Bradley Nguyen",1459.344,522
PB-19150,"Philip Brown",1456.9499999999998,523
RM-19375,"Raymond Messe",1453.474,524
AG-10525,"Andy Gerbode",1448.9419999999998,525
RK-19300,"Ralph Kennedy",1448.0000000000002,526
DL-13315,"Delfina Latchford",1446.0660000000003,527
PK-18910,"Paul Knutson",1441.152,528
TD-20995,"Tamara Dahlen",1434.5480000000002,529
JW-16075,"Julia West",1428.731,530
MB-18085,"Mick Brown",1428.231,531
MB-17305,"Maria Bertelson",1427.3259999999996,532
TT-21220,"Thomas Thornton",1427.044,533
RD-19720,"Roger Demir",1419.7370000000003,534
NL-18310,"Nancy Lomonaco",1418.0900000000001,535
PM-18940,"Paul MacIntyre",1405.402,536
CA-12310,"Christine Abelman",1401.0739999999998,537
MO-17800,"Meg O'Connel",1396.3229999999999,538
NG-18430,"Nathan Gelder",1395.938,539
JE-15475,"Jeremy Ellison",1388.682,540
TB-21595,"Troy Blackwell",1387.559,541
FG-14260,"Frank Gastineau",1383.1440000000002,542
CR-12820,"Cyra Reiten",1380.8324,543
DM-13525,"Don Miller",1376.792,544
GH-14485,"Gene Hale",1361.2440000000001,545
GB-14530,"George Bell",1356.48,546
LM-17065,"Liz MacKendrick",1346.774,547
MG-17695,"Maureen Gnade",1342.282,548
SJ-20215,"Sarah Jordon",1339.072,549
BM-11785,"Bryan Mills",1335.896,550
BF-11005,"Barry Franz",1333.88,551
SB-20170,"Sarah Bern",1323.432,552
DM-12955,"Dario Medina",1322.034,553
MT-18070,"Michelle Tran",1319.4497999999999,554
MM-17260,"Magdelene Morse",1314.0230000000001,555
SP-20545,"Sibella Parks",1306.0859999999998,556
EK-13795,"Eileen Kiefer",1303.478,557
Co-12640,Corey-Lock,1300.076,558
HR-14770,"Hallie Redmond",1299.2879999999998,559
SS-20140,"Saphhira Shifley",1289.548,560
GR-14560,"Georgia Rosenberg",1284.38,561
PS-18970,"Paul Stevenson",1278.6390000000001,562
SV-20815,"Stuart Van",1271.0900000000004,563
CS-11845,"Cari Sayre",1267.194,564
LW-17125,"Liz Willingham",1259.04,565
ME-18010,"Michelle Ellison",1256.944,566
GM-14500,"Gene McClure",1255.6819999999998,567
SC-20680,"Steve Carroll",1254.64,568
MH-17620,"Matt Hagelstein",1252.8,569
ER-13855,"Elpida Rittenbach",1245.788,570
JW-15955,"Joni Wasserman",1244.086,571
MG-17875,"Michael Grace",1242.833,572
